RA,Nome,Fase,Turma,Ano_Nascimento,Idade,Gênero,Ano_Ingresso,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Pedra,Defas,Ponto_de_Virada,Matem,Portug,Inglês,Pedra_Calculada,Gap_IAA_IDA,Media_Academica,RISCO,Faixa_Etaria,Tempo_Programa
RA-742,Aluno-742,0,J,2013,9,Menina,2022,8.5,8.7,5.0,7.3,7.5,5.0,7.097,Ametista,-1,0,8.3,6.2,,Ametista,1.2000000000000002,8.0,0,Criança (até 10),0
RA-743,Aluno-743,0,J,2013,9,Menina,2022,10.0,7.9,5.6,4.8,7.5,5.0,6.672,Ágata,-1,0,4.8,4.8,,Ágata,5.2,6.35,1,Criança (até 10),0
RA-744,Aluno-744,0,J,2014,8,Menina,2022,9.5,9.7,5.6,6.2,7.5,10.0,7.742,Ametista,0,0,6.0,6.3,,Ametista,3.3,7.949999999999999,0,Criança (até 10),0
RA-745,Aluno-745,0,J,2013,9,Menino,2021,9.0,8.5,5.6,8.1,7.75,5.0,7.382,Ametista,-1,0,8.5,7.7,,Ametista,0.9000000000000004,8.3,0,Criança (até 10),1
RA-746,Aluno-746,0,J,2014,8,Menino,2022,8.0,9.1,5.6,7.2,7.417,10.0,7.656,Ametista,0,0,7.7,6.7,,Ametista,0.7999999999999998,8.15,0,Criança (até 10),0
RA-747,Aluno-747,0,K,2011,11,Menina,2022,10.0,7.6,7.5,8.8,7.917,5.0,7.676,Ametista,-2,0,8.2,9.4,,Ametista,1.1999999999999993,8.2,0,Adolescente (11-14),0
RA-748,Aluno-748,0,K,2013,9,Menino,2022,10.0,9.0,7.5,9.1,8.25,5.0,8.084,Topázio,-1,0,9.6,8.6,,Ametista,0.9000000000000004,9.05,0,Criança (até 10),0
RA-749,Aluno-749,0,K,2013,9,Menino,2022,9.5,7.7,7.5,8.8,7.25,5.0,7.484,Ametista,-1,0,9.5,8.1,,Ametista,0.6999999999999993,8.25,0,Criança (até 10),0
RA-750,Aluno-750,0,K,2012,10,Menino,2019,9.5,8.9,4.4,6.8,5.167,5.0,6.344,Ágata,-2,0,7.1,6.4,,Ágata,2.7,7.85,0,Criança (até 10),3
RA-751,Aluno-751,0,K,2011,11,Menino,2022,8.5,5.8,7.5,3.8,6.167,5.0,5.246,Quartzo,-2,0,2.7,4.9,,Quartzo,4.7,4.8,1,Adolescente (11-14),0
RA-752,Aluno-752,0,K,2011,11,Menina,2022,10.0,9.0,7.5,9.5,8.417,5.0,8.197,Topázio,-2,1,9.6,9.4,,Ametista,0.5,9.25,0,Adolescente (11-14),0
RA-753,Aluno-753,0,K,2014,8,Menina,2022,9.5,8.6,7.5,9.1,8.417,10.0,8.481,Topázio,0,1,9.4,8.8,,Topázio,0.40000000000000036,8.85,0,Criança (até 10),0
RA-754,Aluno-754,0,K,2013,9,Menino,2022,10.0,5.8,4.4,7.9,6.917,5.0,6.602,Ágata,-1,0,7.8,8.1,,Ágata,2.0999999999999996,6.85,0,Criança (até 10),0
RA-755,Aluno-755,0,K,2014,8,Menino,2022,9.5,9.2,6.9,9.5,8.083,10.0,8.566,Topázio,0,0,9.8,9.3,,Topázio,0.0,9.35,0,Criança (até 10),0
RA-756,Aluno-756,0,K,2013,9,Menino,2022,10.0,7.9,7.5,5.7,7.25,5.0,6.976,Ágata,-1,0,5.6,5.8,,Ametista,4.3,6.800000000000001,0,Criança (até 10),0
RA-757,Aluno-757,0,K,2013,9,Menina,2022,9.5,9.3,7.5,9.7,8.5,5.0,8.26,Topázio,-1,1,9.9,9.6,,Topázio,-0.1999999999999993,9.5,0,Criança (até 10),0
RA-758,Aluno-758,0,L,2013,9,Menino,2022,9.0,9.1,7.5,8.1,8.333,5.0,7.911,Ametista,-1,0,8.0,8.2,,Ametista,0.9000000000000004,8.6,0,Criança (até 10),0
RA-759,Aluno-759,0,L,2012,10,Menina,2021,9.0,8.6,7.5,7.5,7.833,5.0,7.563,Ametista,-2,0,8.3,6.7,,Ametista,1.5,8.05,0,Criança (até 10),1
RA-760,Aluno-760,0,L,2011,11,Menino,2021,9.0,9.2,7.5,8.8,8.917,5.0,8.172,Topázio,-2,1,9.3,8.2,,Ametista,0.1999999999999993,9.0,0,Adolescente (11-14),1
RA-761,Aluno-761,0,L,2013,9,Menino,2022,10.0,9.4,7.5,8.2,8.25,5.0,8.06,Topázio,-1,0,8.8,7.5,,Ametista,1.8000000000000007,8.8,0,Criança (até 10),0
RA-762,Aluno-762,0,L,2010,12,Menino,2022,10.0,9.7,7.5,6.7,7.083,2.5,7.28,Ametista,-3,0,7.3,6.0,,Ametista,3.3,8.2,0,Adolescente (11-14),0
RA-763,Aluno-763,0,L,2012,10,Menina,2021,9.5,9.7,7.5,6.5,7.167,5.0,7.402,Ametista,-2,0,6.3,6.7,,Ametista,3.0,8.1,0,Criança (até 10),1
RA-764,Aluno-764,0,L,2014,8,Menino,2022,9.0,8.8,7.5,7.5,7.667,10.0,8.004,Ametista,0,0,7.2,7.8,,Ametista,1.5,8.15,0,Criança (até 10),0
RA-765,Aluno-765,0,L,2013,9,Menino,2022,8.5,9.3,7.5,4.3,7.417,5.0,6.902,Ágata,-1,0,5.0,3.7,,Ametista,4.2,6.800000000000001,1,Criança (até 10),0
RA-766,Aluno-766,0,L,2011,11,Menina,2020,10.0,9.5,7.5,8.7,8.333,5.0,8.185,Topázio,-2,0,8.5,8.8,,Ametista,1.3000000000000007,9.1,0,Adolescente (11-14),2
RA-767,Aluno-767,0,L,2012,10,Menino,2021,9.5,9.0,7.5,7.0,7.583,5.0,7.511,Ametista,-2,0,7.3,6.7,,Ametista,2.5,8.0,0,Criança (até 10),1
RA-768,Aluno-768,0,L,2012,10,Menina,2021,9.0,10.0,7.5,7.1,7.583,5.0,7.646,Ametista,-2,0,7.0,7.2,,Ametista,1.9000000000000004,8.55,0,Criança (até 10),1
RA-769,Aluno-769,0,M,2013,9,Menina,2022,10.0,7.5,7.5,7.9,8.5,5.0,7.598,Ametista,-1,1,9.6,6.2,,Ametista,2.0999999999999996,7.7,0,Criança (até 10),0
RA-770,Aluno-770,0,M,2015,7,Menino,2022,9.5,8.9,7.5,8.3,7.333,10.0,8.143,Topázio,0,0,8.5,8.1,,Ametista,1.1999999999999993,8.600000000000001,0,Criança (até 10),0
RA-771,Aluno-771,0,M,2015,7,Menina,2022,10.0,8.3,7.5,7.0,7.5,10.0,7.873,Ametista,0,0,7.2,6.9,,Ametista,3.0,7.65,0,Criança (até 10),0
RA-772,Aluno-772,0,M,2011,11,Menino,2021,9.0,5.4,7.5,9.2,7.25,5.0,6.994,Ágata,-2,0,9.3,9.2,,Ametista,-0.1999999999999993,7.3,0,Adolescente (11-14),1
RA-773,Aluno-773,0,M,2013,9,Menina,2022,10.0,6.8,5.0,8.1,7.083,5.0,6.922,Ágata,-1,0,9.3,6.8,,Ametista,1.9000000000000004,7.449999999999999,0,Criança (até 10),0
RA-774,Aluno-774,0,M,2014,8,Menina,2022,10.0,7.8,7.5,6.1,7.417,10.0,7.587,Ametista,0,0,7.8,4.4,,Ametista,3.9000000000000004,6.949999999999999,0,Criança (até 10),0
RA-775,Aluno-775,0,N,2012,10,Menino,2021,7.9,5.7,4.4,5.7,6.417,5.0,5.79,Quartzo,-2,0,5.5,5.8,,Ágata,2.2,5.7,0,Criança (até 10),1
RA-776,Aluno-776,0,N,2013,9,Menina,2022,0.0,4.3,4.4,1.7,6.333,5.0,3.898,Quartzo,-1,0,0.0,3.3,,Quartzo,-1.7,3.0,1,Criança (até 10),0
RA-777,Aluno-777,0,N,2014,8,Menino,2022,8.0,7.7,7.5,5.3,7.0,10.0,7.096,Ametista,0,0,6.5,4.0,,Ametista,2.7,6.5,0,Criança (até 10),0
RA-778,Aluno-778,0,N,2013,9,Menina,2021,10.0,6.7,7.5,7.1,8.833,5.0,7.432,Ametista,-1,1,6.0,8.2,,Ametista,2.9000000000000004,6.9,0,Criança (até 10),1
RA-779,Aluno-779,0,N,2012,10,Menino,2022,9.5,5.0,7.5,2.6,7.083,5.0,5.702,Quartzo,-2,0,2.2,3.0,,Ágata,6.9,3.8,1,Criança (até 10),0
RA-780,Aluno-780,0,N,2013,9,Menina,2022,8.0,7.6,7.5,6.9,7.167,5.0,6.955,Ágata,-1,0,6.3,7.5,,Ametista,1.0999999999999996,7.25,0,Criança (até 10),0
RA-781,Aluno-781,0,N,2013,9,Menina,2021,10.0,8.9,7.5,8.3,7.75,5.0,7.786,Ametista,-1,0,8.0,8.5,,Ametista,1.6999999999999993,8.600000000000001,0,Criança (até 10),1
RA-782,Aluno-782,0,N,2014,8,Menino,2022,9.5,8.4,7.5,6.0,7.0,10.0,7.485,Ametista,0,0,5.7,6.3,,Ametista,3.5,7.2,0,Criança (até 10),0
RA-783,Aluno-783,0,N,2014,8,Menino,2021,9.5,5.8,7.5,6.0,6.917,10.0,6.996,Ágata,0,0,4.7,7.3,,Ametista,3.5,5.9,0,Criança (até 10),1
RA-784,Aluno-784,0,O,2013,9,Menino,2022,9.5,10.0,7.5,8.2,9.25,5.0,8.34,Topázio,-1,1,7.8,8.5,,Topázio,1.3000000000000007,9.1,0,Criança (até 10),0
RA-785,Aluno-785,0,O,2013,9,Menina,2022,9.0,8.6,7.5,8.4,7.667,5.0,7.642,Ametista,-1,0,8.8,8.0,,Ametista,0.5999999999999996,8.5,0,Criança (até 10),0
RA-786,Aluno-786,0,O,2011,11,Menino,2019,9.0,9.5,5.6,6.1,7.167,5.0,7.004,Ágata,-2,0,6.3,5.8,,Ametista,2.9000000000000004,7.8,0,Adolescente (11-14),3
RA-787,Aluno-787,0,O,2014,8,Menino,2022,8.5,9.5,7.5,3.4,7.25,10.0,7.205,Ametista,0,0,4.2,2.7,,Ametista,5.1,6.45,1,Criança (até 10),0
RA-788,Aluno-788,0,O,2014,8,Menino,2021,10.0,9.3,5.6,8.0,8.667,10.0,8.264,Topázio,0,1,7.8,8.2,,Topázio,2.0,8.65,0,Criança (até 10),1
RA-789,Aluno-789,0,O,2015,7,Menina,2022,9.0,9.4,7.5,4.2,7.417,10.0,7.405,Ametista,0,0,3.7,4.7,,Ametista,4.8,6.800000000000001,1,Criança (até 10),0
RA-790,Aluno-790,0,O,2011,11,Menina,2022,9.0,8.9,7.5,7.8,7.417,5.0,7.504,Ametista,-2,0,8.5,7.2,,Ametista,1.2000000000000002,8.35,0,Adolescente (11-14),0
RA-791,Aluno-791,0,O,2011,11,Menina,2022,9.5,8.7,7.5,6.5,8.5,5.0,7.507,Ametista,-2,1,6.3,6.7,,Ametista,3.0,7.6,0,Adolescente (11-14),0
RA-792,Aluno-792,0,O,2013,9,Menina,2022,9.5,8.0,7.5,6.2,7.167,5.0,7.025,Ágata,-1,0,6.5,5.8,,Ametista,3.3,7.1,0,Criança (até 10),0
RA-793,Aluno-793,0,O,2012,10,Menino,2022,9.5,7.6,7.5,6.0,7.333,5.0,6.894,Ágata,-2,0,6.0,6.0,,Ametista,3.5,6.8,0,Criança (até 10),0
RA-794,Aluno-794,0,O,2014,8,Menina,2022,9.5,8.9,7.5,4.1,7.333,10.0,7.335,Ametista,0,0,3.7,4.5,,Ametista,5.4,6.5,1,Criança (até 10),0
RA-795,Aluno-795,0,O,2014,8,Menina,2022,9.0,9.7,7.5,7.3,7.333,10.0,8.064,Topázio,0,0,8.0,6.5,,Ametista,1.7000000000000002,8.5,0,Criança (até 10),0
RA-796,Aluno-796,0,Q,2012,10,Menina,2022,9.5,9.3,7.5,5.4,7.667,5.0,7.232,Ametista,-2,0,5.8,5.0,,Ametista,4.1,7.3500000000000005,0,Criança (até 10),0
RA-797,Aluno-797,0,Q,2012,10,Menino,2021,9.0,8.5,7.5,7.3,7.5,5.0,7.217,Ametista,-2,0,8.2,6.5,,Ametista,1.7000000000000002,7.9,0,Criança (até 10),1
RA-798,Aluno-798,0,Q,2012,10,Menino,2022,8.0,8.3,7.5,6.3,7.667,5.0,7.049,Ametista,-2,0,7.0,5.7,,Ametista,1.7000000000000002,7.300000000000001,0,Criança (até 10),0
RA-799,Aluno-799,0,Q,2012,10,Menina,2022,8.0,9.6,7.5,7.8,7.917,5.0,7.676,Ametista,-2,0,8.5,7.2,,Ametista,0.20000000000000018,8.7,0,Criança (até 10),0
RA-800,Aluno-800,0,Q,2014,8,Menino,2022,8.0,5.4,7.5,6.1,7.5,10.0,6.818,Ágata,0,0,6.3,5.8,,Ágata,1.9000000000000004,5.75,0,Criança (até 10),0
RA-801,Aluno-801,0,Q,2013,9,Menino,2022,7.0,6.6,7.5,6.8,7.5,5.0,6.644,Ágata,-1,0,7.2,6.3,,Ágata,0.20000000000000018,6.699999999999999,0,Criança (até 10),0
RA-802,Aluno-802,0,Q,2013,9,Menino,2021,9.0,9.0,7.5,8.3,8.333,5.0,7.831,Ametista,-1,0,9.0,7.5,,Ametista,0.6999999999999993,8.65,0,Criança (até 10),1
RA-803,Aluno-803,0,Q,2012,10,Menina,2022,10.0,7.2,7.5,6.3,7.417,5.0,6.98,Ágata,-2,0,6.5,6.0,,Ametista,3.7,6.75,0,Criança (até 10),0
RA-804,Aluno-804,0,Q,2012,10,Menino,2022,10.0,8.4,6.3,4.8,7.667,5.0,6.848,Ágata,-2,0,5.5,4.0,,Ágata,5.2,6.6,1,Criança (até 10),0
RA-805,Aluno-805,0,R,2014,8,Menino,2021,9.5,9.0,7.5,8.8,7.333,10.0,8.279,Topázio,0,0,8.7,8.9,,Topázio,0.6999999999999993,8.9,0,Criança (até 10),1
RA-806,Aluno-806,0,R,2014,8,Menino,2022,9.5,7.3,7.5,6.6,7.917,10.0,7.561,Ametista,0,0,5.0,8.2,,Ametista,2.9000000000000004,6.949999999999999,0,Criança (até 10),0
RA-807,Aluno-807,0,R,2014,8,Menino,2022,9.5,8.7,6.3,9.0,7.5,10.0,8.121,Topázio,0,0,9.5,8.6,,Ametista,0.5,8.85,0,Criança (até 10),0
RA-808,Aluno-808,0,R,2014,8,Menino,2022,10.0,9.1,6.3,9.3,8.0,10.0,8.361,Topázio,0,0,9.7,8.8,,Topázio,0.6999999999999993,9.2,0,Criança (até 10),0
RA-809,Aluno-809,0,R,2015,7,Menino,2022,10.0,6.6,6.3,6.3,7.417,10.0,7.259,Ametista,0,0,5.5,7.1,,Ametista,3.7,6.449999999999999,0,Criança (até 10),0
RA-810,Aluno-810,0,R,2014,8,Menino,2021,8.5,9.1,5.0,9.6,7.25,10.0,7.887,Ametista,0,0,9.7,9.5,,Ametista,-1.0999999999999996,9.35,0,Criança (até 10),1
RA-811,Aluno-811,0,R,2013,9,Menina,2021,8.9,5.7,5.6,7.3,7.667,5.0,6.575,Ágata,-1,0,8.9,5.7,,Ágata,1.6000000000000005,6.5,0,Criança (até 10),1
RA-812,Aluno-812,0,R,2014,8,Menino,2022,9.0,8.1,5.6,7.4,7.333,10.0,7.497,Ametista,0,0,8.3,6.6,,Ametista,1.5999999999999996,7.75,0,Criança (até 10),0
RA-813,Aluno-813,0,S,2014,8,Menino,2022,9.5,6.5,6.9,6.0,7.417,10.0,7.093,Ametista,0,0,6.7,5.3,,Ametista,3.5,6.25,0,Criança (até 10),0
RA-814,Aluno-814,0,S,2013,9,Menino,2022,8.9,9.0,6.9,7.5,8.417,5.0,7.592,Ametista,-1,1,7.8,7.2,,Ametista,1.4000000000000004,8.25,0,Criança (até 10),0
RA-815,Aluno-815,0,S,2013,9,Menino,2022,10.0,7.9,5.6,6.5,7.0,5.0,6.81,Ágata,-1,0,7.7,5.3,,Ágata,3.5,7.2,0,Criança (até 10),0
RA-816,Aluno-816,0,S,2013,9,Menina,2022,10.0,9.3,7.5,9.6,9.417,5.0,8.513,Topázio,-1,1,9.5,9.7,,Topázio,0.40000000000000036,9.45,0,Criança (até 10),0
RA-817,Aluno-817,0,S,2014,8,Menina,2022,10.0,8.7,6.3,7.1,7.417,10.0,7.819,Ametista,0,0,7.7,6.5,,Ametista,2.9000000000000004,7.8999999999999995,0,Criança (até 10),0
RA-818,Aluno-818,0,S,2015,7,Menino,2022,9.5,7.3,7.5,6.2,7.5,10.0,7.483,Ametista,0,0,6.5,5.8,,Ametista,3.3,6.75,0,Criança (até 10),0
RA-819,Aluno-819,0,S,2014,8,Menino,2022,10.0,7.9,7.5,7.3,7.333,10.0,7.741,Ametista,0,0,8.0,6.5,,Ametista,2.7,7.6,0,Criança (até 10),0
RA-820,Aluno-820,0,T,2013,9,Menino,2022,9.5,10.0,6.9,6.0,7.583,5.0,7.417,Ametista,-1,0,7.7,4.3,,Ametista,3.5,8.0,0,Criança (até 10),0
RA-821,Aluno-821,0,T,2012,10,Menino,2022,9.0,7.0,7.5,4.6,6.917,5.0,6.342,Ágata,-2,0,5.2,4.0,,Ágata,4.4,5.8,1,Criança (até 10),0
RA-822,Aluno-822,0,T,2012,10,Menino,2022,8.0,8.4,7.5,6.1,7.083,5.0,6.922,Ágata,-2,0,6.5,5.7,,Ametista,1.9000000000000004,7.25,0,Criança (até 10),0
RA-823,Aluno-823,0,T,2012,10,Menina,2021,10.0,6.0,7.5,2.8,7.167,5.0,5.989,Quartzo,-2,0,4.0,1.7,,Ágata,7.2,4.4,1,Criança (até 10),1
RA-824,Aluno-824,0,T,2014,8,Menino,2022,10.0,4.4,6.9,6.0,7.333,10.0,6.799,Ágata,0,0,7.0,5.0,,Ágata,4.0,5.2,0,Criança (até 10),0
RA-825,Aluno-825,0,T,2013,9,Menina,2021,7.5,8.2,6.9,7.6,7.917,5.0,7.25,Ametista,-1,0,8.3,6.8,,Ametista,-0.09999999999999964,7.8999999999999995,0,Criança (até 10),1
RA-826,Aluno-826,0,U,2014,8,Menino,2022,9.5,9.6,7.5,5.4,7.5,10.0,7.776,Ametista,0,0,4.3,6.5,,Ametista,4.1,7.5,0,Criança (até 10),0
RA-827,Aluno-827,0,U,2012,10,Menina,2022,9.5,7.0,7.5,7.6,8.667,5.0,7.412,Ametista,-2,1,7.7,7.5,,Ametista,1.9000000000000004,7.3,0,Criança (até 10),0
RA-828,Aluno-828,0,U,2013,9,Menina,2022,9.5,7.1,7.5,6.9,7.833,5.0,7.139,Ametista,-1,0,7.3,6.5,,Ametista,2.5999999999999996,7.0,0,Criança (até 10),0
RA-829,Aluno-829,0,U,2014,8,Menina,2022,9.0,8.6,7.5,7.8,7.5,10.0,8.003,Ametista,0,0,8.2,7.5,,Ametista,1.2000000000000002,8.2,0,Criança (até 10),0
RA-830,Aluno-830,0,U,2013,9,Menina,2022,10.0,8.6,7.5,6.0,7.5,5.0,7.234,Ametista,-1,0,5.8,6.2,,Ametista,4.0,7.3,0,Criança (até 10),0
RA-831,Aluno-831,0,U,2013,9,Menino,2022,9.5,9.2,7.5,7.2,7.167,5.0,7.41,Ametista,-1,0,7.3,7.0,,Ametista,2.3,8.2,0,Criança (até 10),0
RA-832,Aluno-832,0,U,2013,9,Menino,2022,10.0,9.2,7.5,8.8,8.833,5.0,8.179,Topázio,-1,1,8.8,8.8,,Ametista,1.1999999999999993,9.0,0,Criança (até 10),0
RA-833,Aluno-833,0,U,2013,9,Menino,2022,10.0,9.5,7.5,7.8,7.583,5.0,7.791,Ametista,-1,0,8.2,7.5,,Ametista,2.2,8.65,0,Criança (até 10),0
RA-834,Aluno-834,0,U,2013,9,Menino,2022,9.0,9.0,7.5,9.0,9.083,5.0,8.136,Topázio,-1,1,9.2,8.8,,Ametista,0.0,9.0,0,Criança (até 10),0
RA-835,Aluno-835,0,V,2014,8,Menino,2022,6.9,7.3,7.5,7.5,6.667,10.0,7.263,Ametista,0,0,7.6,7.3,,Ametista,-0.5999999999999996,7.4,0,Criança (até 10),0
RA-836,Aluno-836,0,V,2013,9,Menino,2022,8.5,8.3,7.5,9.2,7.583,5.0,7.665,Ametista,-1,0,9.0,9.3,,Ametista,-0.6999999999999993,8.75,0,Criança (até 10),0
RA-837,Aluno-837,0,V,2014,8,Menino,2022,8.5,9.0,7.5,8.8,7.5,10.0,8.207,Topázio,0,0,9.2,8.3,,Ametista,-0.3000000000000007,8.9,0,Criança (até 10),0
RA-838,Aluno-838,0,V,2013,9,Menino,2022,10.0,7.4,7.5,6.3,9.417,5.0,7.461,Ametista,-1,1,6.6,5.9,,Ametista,3.7,6.85,0,Criança (até 10),0
RA-839,Aluno-839,0,V,2013,9,Menina,2022,0.0,5.1,7.5,5.4,6.583,5.0,5.198,Quartzo,-1,0,5.8,5.0,,Quartzo,-5.4,5.25,0,Criança (até 10),0
RA-840,Aluno-840,0,V,2014,8,Menino,2022,9.0,8.2,7.5,7.8,7.5,10.0,7.875,Ametista,0,0,9.6,5.9,,Ametista,1.2000000000000002,8.0,0,Criança (até 10),0
RA-841,Aluno-841,0,V,2011,11,Menino,2022,8.5,8.5,7.5,7.2,7.5,5.0,7.3,Ametista,-2,0,8.6,5.8,,Ametista,1.2999999999999998,7.85,0,Adolescente (11-14),0
RA-842,Aluno-842,0,Y,2014,8,Menina,2022,7.5,8.3,7.5,9.1,8.25,10.0,7.952,Ametista,0,0,9.1,9.1,,Ametista,-1.5999999999999996,8.7,0,Criança (até 10),0
RA-843,Aluno-843,0,Y,2014,8,Menina,2022,8.5,9.0,7.5,9.2,8.417,10.0,8.538,Topázio,0,1,9.8,8.5,,Topázio,-0.6999999999999993,9.1,0,Criança (até 10),0
RA-844,Aluno-844,0,Y,2014,8,Menino,2022,0.0,5.0,8.1,5.9,8.333,10.0,6.253,Ágata,0,0,6.0,5.8,,Ágata,-5.9,5.45,0,Criança (até 10),0
RA-845,Aluno-845,0,Y,2014,8,Menina,2022,10.0,8.8,7.5,8.7,8.417,10.0,8.491,Topázio,0,1,9.1,8.3,,Topázio,1.3000000000000007,8.75,0,Criança (até 10),0
RA-846,Aluno-846,0,Y,2015,7,Menina,2022,9.0,7.2,7.5,5.9,7.917,10.0,7.412,Ametista,0,0,7.7,4.0,,Ametista,3.0999999999999996,6.550000000000001,0,Criança (até 10),0
RA-847,Aluno-847,0,Y,2013,9,Menino,2022,7.9,8.2,4.4,7.7,7.417,5.0,6.839,Ágata,-1,0,7.8,7.6,,Ágata,0.20000000000000018,7.949999999999999,0,Criança (até 10),0
RA-848,Aluno-848,0,Y,2013,9,Menino,2022,9.5,7.0,7.5,9.0,7.833,5.0,7.488,Ametista,-1,0,9.8,8.1,,Ametista,0.5,8.0,0,Criança (até 10),0
RA-849,Aluno-849,0,Y,2013,9,Menino,2022,8.5,8.3,7.5,9.1,7.417,5.0,7.369,Ametista,-1,0,9.8,8.3,,Ametista,-0.5999999999999996,8.7,0,Criança (até 10),0
RA-850,Aluno-850,0,Y,2014,8,Menino,2022,10.0,7.3,7.5,8.5,7.167,10.0,7.641,Ametista,0,0,8.1,8.8,,Ametista,1.5,7.9,0,Criança (até 10),0
RA-851,Aluno-851,0,Y,2014,8,Menino,2022,9.0,7.9,7.5,8.3,6.583,10.0,7.515,Ametista,0,0,7.9,8.7,,Ametista,0.6999999999999993,8.100000000000001,0,Criança (até 10),0
RA-852,Aluno-852,0,Z,2015,7,Menina,2022,9.0,6.8,5.0,2.1,5.5,10.0,5.666,Quartzo,0,0,2.5,1.8,,Ágata,6.9,4.45,1,Criança (até 10),0
RA-853,Aluno-853,0,Z,2014,8,Menina,2022,10.0,9.6,7.5,8.5,8.5,10.0,8.616,Topázio,0,1,8.8,8.2,,Topázio,1.5,9.05,0,Criança (até 10),0
RA-854,Aluno-854,0,Z,2014,8,Menina,2022,8.0,9.0,7.5,9.3,7.167,10.0,8.098,Topázio,0,0,9.5,9.0,,Ametista,-1.3000000000000007,9.15,0,Criança (até 10),0
RA-855,Aluno-855,0,Z,2013,9,Menina,2022,10.0,9.6,7.5,9.7,9.0,5.0,8.453,Topázio,-1,1,9.7,9.6,,Topázio,0.3000000000000007,9.649999999999999,0,Criança (até 10),0
RA-856,Aluno-856,0,Z,2015,7,Menino,2022,10.0,9.1,7.5,8.4,8.0,10.0,8.398,Topázio,0,0,8.5,8.2,,Topázio,1.5999999999999996,8.75,0,Criança (até 10),0
RA-857,Aluno-857,0,Z,2013,9,Menina,2022,8.5,8.9,7.5,9.5,9.083,5.0,8.154,Topázio,-1,1,9.6,9.3,,Ametista,-1.0,9.2,0,Criança (até 10),0
RA-858,Aluno-858,0,Z,2015,7,Menino,2022,10.0,7.1,5.6,7.7,7.333,10.0,7.523,Ametista,0,0,8.4,6.9,,Ametista,2.3,7.4,0,Criança (até 10),0
RA-859,Aluno-859,0,Z,2015,7,Menina,2022,8.5,8.7,7.5,8.9,8.25,10.0,8.325,Topázio,0,0,9.4,8.4,,Topázio,-0.40000000000000036,8.8,0,Criança (até 10),0
RA-860,Aluno-860,0,Z,2015,7,Menino,2022,9.5,8.5,7.5,8.1,7.75,10.0,8.136,Topázio,0,0,8.9,7.2,,Ametista,1.4000000000000004,8.3,0,Criança (até 10),0
