RA,Nome,Fase,Turma,Ano_Nascimento,Idade,Gênero,Ano_Ingresso,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Pedra,Defas,Ponto_de_Virada,Matem,Portug,Inglês,Pedra_Calculada,Gap_IAA_IDA,Media_Academica,RISCO,Faixa_Etaria,Tempo_Programa
RA-388,Aluno-388,2,I,2008,14,Menina,2019,7.9,8.5,5.6,4.5,7.722,5.0,6.654,Ágata,-2,0,3.5,5.5,,Ágata,3.4000000000000004,6.5,1,Adolescente (11-14),3
RA-389,Aluno-389,2,I,2011,11,Menino,2019,8.0,8.9,7.5,3.5,7.556,10.0,7.184,Ametista,0,0,2.0,5.0,,Ametista,4.5,6.2,1,Adolescente (11-14),3
RA-390,Aluno-390,2,I,2010,12,Menina,2022,7.4,8.8,6.3,4.7,7.722,5.0,6.776,Ágata,-1,0,4.0,5.3,,Ágata,2.7,6.75,1,Adolescente (11-14),0
RA-391,Aluno-391,2,J,2010,12,Menina,2022,10.0,8.1,7.5,5.1,8.056,5.0,7.117,Ametista,-1,0,5.0,5.2,,Ametista,4.9,6.6,0,Adolescente (11-14),0
RA-392,Aluno-392,2,J,2008,14,Menino,2022,9.5,8.8,5.6,4.8,6.778,5.0,6.418,Ágata,-2,0,3.7,5.8,,Ágata,4.7,6.800000000000001,1,Adolescente (11-14),0
RA-393,Aluno-393,2,J,2006,16,Menina,2018,10.0,5.4,5.0,4.6,6.778,2.5,5.518,Quartzo,-4,0,4.7,4.5,,Ágata,5.4,5.0,1,Jovem (15+),4
RA-394,Aluno-394,2,J,2011,11,Menina,2022,9.5,8.6,7.5,5.9,8.444,10.0,7.897,Ametista,0,1,4.3,7.5,,Ametista,3.5999999999999996,7.25,0,Adolescente (11-14),0
RA-395,Aluno-395,2,J,2011,11,Menina,2018,9.0,8.9,7.5,4.9,8.333,10.0,7.683,Ametista,0,0,4.2,5.7,,Ametista,4.1,6.9,1,Adolescente (11-14),4
RA-396,Aluno-396,2,J,2010,12,Menino,2022,9.0,8.0,6.3,5.6,6.556,5.0,6.556,Ágata,-1,0,4.7,6.5,,Ágata,3.4000000000000004,6.8,0,Adolescente (11-14),0
RA-397,Aluno-397,2,J,2008,14,Menina,2017,9.0,5.7,6.9,2.8,7.167,5.0,5.852,Quartzo,-2,0,3.3,2.3,,Ágata,6.2,4.25,1,Adolescente (11-14),5
RA-398,Aluno-398,2,K,2012,10,Menina,2022,9.0,9.3,7.5,5.5,7.5,10.0,7.742,Ametista,0,0,3.0,8.0,,Ametista,3.5,7.4,0,Criança (até 10),0
RA-399,Aluno-399,2,K,2010,12,Menina,2022,6.8,9.3,5.6,4.3,7.5,5.0,6.58,Ágata,-1,0,3.0,5.5,,Ágata,2.5,6.800000000000001,1,Adolescente (11-14),0
RA-400,Aluno-400,2,K,2008,14,Menino,2018,9.0,8.5,5.0,1.7,7.444,5.0,6.042,Ágata,-2,0,1.2,2.2,,Ágata,7.3,5.1,1,Adolescente (11-14),4
RA-401,Aluno-401,2,K,2010,12,Menina,2021,6.9,9.6,7.5,4.3,6.722,5.0,6.645,Ágata,-1,0,3.7,5.0,,Ágata,2.6000000000000005,6.949999999999999,1,Adolescente (11-14),1
RA-402,Aluno-402,2,K,2010,12,Menina,2019,9.0,3.7,5.0,3.0,7.222,5.0,5.261,Quartzo,-1,0,4.3,1.7,,Quartzo,6.0,3.35,1,Adolescente (11-14),3
RA-403,Aluno-403,2,K,2010,12,Menino,2020,9.5,9.3,7.5,6.3,7.5,5.0,7.455,Ametista,-1,0,6.5,6.2,,Ametista,3.2,7.800000000000001,0,Adolescente (11-14),2
RA-404,Aluno-404,2,K,2010,12,Menina,2020,9.0,7.3,7.5,5.3,6.944,5.0,6.658,Ágata,-1,0,4.0,6.5,,Ágata,3.7,6.3,0,Adolescente (11-14),2
RA-405,Aluno-405,2,K,2009,13,Menino,2016,9.5,6.2,5.0,3.3,6.0,5.0,5.661,Quartzo,-1,0,2.7,3.8,,Ágata,6.2,4.75,1,Adolescente (11-14),6
RA-406,Aluno-406,2,K,2009,13,Menina,2019,9.5,9.5,7.5,6.6,7.333,5.0,7.496,Ametista,-1,0,5.4,7.8,,Ametista,2.9000000000000004,8.05,0,Adolescente (11-14),3
RA-407,Aluno-407,2,K,2009,13,Menino,2022,8.5,9.3,7.5,6.0,7.056,5.0,7.195,Ametista,-1,0,4.0,8.0,,Ametista,2.5,7.65,0,Adolescente (11-14),0
RA-408,Aluno-408,2,K,2010,12,Menina,2022,8.0,9.7,7.5,3.3,7.333,5.0,6.725,Ágata,-1,0,1.0,5.5,,Ágata,4.7,6.5,1,Adolescente (11-14),0
RA-409,Aluno-409,2,K,2011,11,Menina,2022,7.9,9.7,7.5,7.8,7.5,10.0,8.15,Topázio,0,0,6.0,9.5,,Ametista,0.10000000000000053,8.75,0,Adolescente (11-14),0
RA-410,Aluno-410,2,K,2008,14,Menino,2018,7.4,6.5,6.3,2.0,7.444,5.0,5.675,Quartzo,-2,0,2.0,2.0,,Ágata,5.4,4.25,1,Adolescente (11-14),4
RA-411,Aluno-411,2,L,2010,12,Menina,2019,6.4,8.6,7.5,7.1,7.833,5.0,7.232,Ametista,-1,0,6.7,7.5,,Ametista,-0.6999999999999993,7.85,0,Adolescente (11-14),3
RA-412,Aluno-412,2,L,2010,12,Menina,2018,8.5,9.0,7.5,7.3,7.778,5.0,7.556,Ametista,-1,0,6.5,8.2,,Ametista,1.2000000000000002,8.15,0,Adolescente (11-14),4
RA-413,Aluno-413,2,L,2010,12,Menina,2022,6.4,8.7,5.6,4.7,7.056,5.0,6.408,Ágata,-1,0,4.2,5.2,,Ágata,1.7000000000000002,6.699999999999999,1,Adolescente (11-14),0
RA-414,Aluno-414,2,L,2010,12,Menina,2021,8.0,9.3,7.5,5.9,7.667,5.0,7.284,Ametista,-1,0,5.7,6.2,,Ametista,2.0999999999999996,7.6000000000000005,0,Adolescente (11-14),1
RA-415,Aluno-415,2,L,2011,11,Menina,2019,8.0,8.3,7.5,6.2,8.056,10.0,7.695,Ametista,0,0,4.8,7.5,,Ametista,1.7999999999999998,7.25,0,Adolescente (11-14),3
RA-416,Aluno-416,2,L,2010,12,Menino,2018,9.5,9.3,8.8,7.2,8.222,5.0,7.913,Ametista,-1,0,6.7,7.7,,Ametista,2.3,8.25,0,Adolescente (11-14),4
RA-417,Aluno-417,2,L,2009,13,Menina,2022,10.0,10.0,7.5,8.0,9.556,5.0,8.428,Topázio,-1,1,6.0,10.0,,Topázio,2.0,9.0,0,Adolescente (11-14),0
RA-418,Aluno-418,2,L,2012,10,Menina,2020,8.0,9.4,7.5,7.5,8.222,10.0,8.175,Topázio,0,0,6.5,8.5,,Ametista,0.5,8.45,0,Criança (até 10),2
RA-419,Aluno-419,2,L,2010,12,Menina,2019,7.5,9.2,5.6,6.9,8.389,5.0,7.359,Ametista,-1,1,5.3,8.5,,Ametista,0.5999999999999996,8.05,0,Adolescente (11-14),3
RA-420,Aluno-420,2,L,2011,11,Menina,2019,9.5,9.0,5.6,4.5,8.0,10.0,7.461,Ametista,0,0,1.3,7.7,,Ametista,5.0,6.75,1,Adolescente (11-14),3
RA-421,Aluno-421,2,L,2011,11,Menino,2021,8.5,9.3,7.5,8.8,9.111,10.0,8.717,Topázio,0,1,9.2,8.5,,Topázio,-0.3000000000000007,9.05,0,Adolescente (11-14),1
RA-422,Aluno-422,2,L,2010,12,Menino,2022,8.5,10.0,7.5,2.5,7.5,5.0,6.746,Ágata,-1,0,1.0,4.0,,Ágata,6.0,6.25,1,Adolescente (11-14),0
RA-423,Aluno-423,2,L,2010,12,Menina,2022,8.4,9.6,7.5,2.3,7.667,5.0,6.647,Ágata,-1,0,0.5,4.0,,Ágata,6.1000000000000005,5.949999999999999,1,Adolescente (11-14),0
RA-424,Aluno-424,2,L,2010,12,Menina,2022,9.0,10.0,7.5,7.5,8.222,5.0,7.94,Ametista,-1,0,10.0,5.0,,Ametista,1.5,8.75,0,Adolescente (11-14),0
RA-425,Aluno-425,2,L,2010,12,Menino,2022,9.0,10.0,7.5,9.0,7.5,5.0,8.117,Topázio,-1,0,9.0,9.0,,Ametista,0.0,9.5,0,Adolescente (11-14),0
RA-426,Aluno-426,2,M,2008,14,Menina,2022,9.0,6.5,7.5,4.6,7.111,5.0,6.35,Ágata,-2,0,2.3,6.8,,Ágata,4.4,5.55,1,Adolescente (11-14),0
RA-427,Aluno-427,2,M,2009,13,Menino,2022,8.0,8.5,7.5,2.5,6.778,5.0,6.245,Ágata,-1,0,3.0,2.0,,Ágata,5.5,5.5,1,Adolescente (11-14),0
RA-428,Aluno-428,2,M,2009,13,Menino,2022,6.8,8.7,7.5,9.5,7.111,5.0,7.683,Ametista,-1,0,10.0,9.0,,Ametista,-2.7,9.1,0,Adolescente (11-14),0
RA-429,Aluno-429,2,M,2009,13,Menino,2019,10.0,5.3,7.5,2.7,6.611,5.0,5.811,Quartzo,-1,0,2.8,2.5,,Ágata,7.3,4.0,1,Adolescente (11-14),3
RA-430,Aluno-430,2,M,2009,13,Menino,2022,9.5,8.6,7.5,8.5,6.611,5.0,7.585,Ametista,-1,0,7.5,9.5,,Ametista,1.0,8.55,0,Adolescente (11-14),0
RA-431,Aluno-431,2,M,2011,11,Menino,2022,9.0,8.1,7.5,4.5,6.778,10.0,7.175,Ametista,0,0,5.0,4.0,,Ametista,4.5,6.3,1,Adolescente (11-14),0
RA-432,Aluno-432,2,M,2008,14,Menina,2019,10.0,6.8,5.0,5.1,6.611,5.0,6.34,Ágata,-2,0,5.7,4.5,,Ágata,4.9,5.949999999999999,0,Adolescente (11-14),3
RA-433,Aluno-433,2,M,2010,12,Menino,2022,8.5,7.3,5.0,2.6,5.778,5.0,5.557,Quartzo,-1,0,2.2,3.0,,Ágata,5.9,4.95,1,Adolescente (11-14),0
RA-434,Aluno-434,2,M,2011,11,Menino,2022,9.0,8.1,7.5,5.7,6.778,10.0,7.403,Ametista,0,0,4.8,6.5,,Ametista,3.3,6.9,0,Adolescente (11-14),0
RA-435,Aluno-435,2,M,2012,10,Menina,2022,7.9,6.2,7.5,4.7,6.444,10.0,6.599,Ágata,0,0,3.7,5.7,,Ágata,3.2,5.45,1,Criança (até 10),0
RA-436,Aluno-436,2,M,2011,11,Menino,2022,9.5,8.1,7.5,2.0,6.611,10.0,6.687,Ágata,0,0,4.0,0.0,,Ágata,7.5,5.05,1,Adolescente (11-14),0
RA-437,Aluno-437,2,M,2009,13,Menino,2022,8.5,8.3,7.5,5.8,6.611,5.0,6.875,Ágata,-1,0,6.0,5.5,,Ametista,2.7,7.050000000000001,0,Adolescente (11-14),0
RA-438,Aluno-438,2,M,2012,10,Menino,2022,8.0,8.7,7.5,7.3,6.889,10.0,7.764,Ametista,0,0,6.5,8.0,,Ametista,0.7000000000000002,8.0,0,Criança (até 10),0
RA-439,Aluno-439,2,M,2010,12,Menino,2022,9.0,4.9,7.5,2.3,6.5,5.0,5.519,Quartzo,-1,0,3.2,1.3,,Ágata,6.7,3.6,1,Adolescente (11-14),0
RA-440,Aluno-440,2,P,2011,11,Menino,2022,9.5,9.0,6.9,5.5,5.833,10.0,7.329,Ametista,0,0,6.0,5.0,,Ametista,4.0,7.25,0,Adolescente (11-14),0
RA-441,Aluno-441,2,P,2011,11,Menina,2019,9.0,7.9,7.5,8.0,8.333,10.0,8.188,Topázio,0,0,8.0,8.0,,Ametista,1.0,7.95,0,Adolescente (11-14),3
RA-442,Aluno-442,2,P,2011,11,Menina,2022,10.0,8.2,7.5,7.5,8.222,10.0,8.226,Topázio,0,0,9.0,6.0,,Ametista,2.5,7.85,0,Adolescente (11-14),0
RA-443,Aluno-443,2,P,2009,13,Menina,2019,9.0,9.1,7.5,5.6,8.5,5.0,7.482,Ametista,-1,1,8.0,3.2,,Ametista,3.4000000000000004,7.35,0,Adolescente (11-14),3
RA-444,Aluno-444,2,P,2011,11,Menino,2018,9.0,7.2,5.0,3.1,7.778,10.0,6.665,Ágata,0,0,1.5,4.7,,Ágata,5.9,5.15,1,Adolescente (11-14),4
RA-445,Aluno-445,2,P,2010,12,Menino,2022,9.0,9.4,7.5,3.8,7.5,5.0,6.924,Ágata,-1,0,0.0,7.5,,Ametista,5.2,6.6,1,Adolescente (11-14),0
RA-446,Aluno-446,2,P,2009,13,Menina,2018,9.5,8.9,5.0,6.9,7.889,5.0,7.367,Ametista,-1,0,6.3,7.5,,Ametista,2.5999999999999996,7.9,0,Adolescente (11-14),4
RA-447,Aluno-447,2,P,2012,10,Menina,2022,0.0,7.0,7.5,3.5,5.556,10.0,5.607,Quartzo,0,0,7.0,0.0,,Ágata,-3.5,5.25,1,Criança (até 10),0
RA-448,Aluno-448,2,P,2011,11,Menina,2022,9.0,9.7,7.5,5.5,8.111,10.0,7.972,Ametista,0,0,5.0,6.0,,Ametista,3.5,7.6,0,Adolescente (11-14),0
RA-449,Aluno-449,2,P,2010,12,Menina,2022,0.0,6.0,7.5,7.0,8.111,5.0,6.143,Ágata,-1,0,6.0,8.0,,Ágata,-7.0,6.5,0,Adolescente (11-14),0
RA-450,Aluno-450,2,Q,2009,13,Menino,2021,10.0,9.1,7.5,7.5,8.111,5.0,7.843,Ametista,-1,0,6.8,8.2,,Ametista,2.5,8.3,0,Adolescente (11-14),1
RA-451,Aluno-451,2,Q,2009,13,Menina,2019,9.0,6.0,6.3,6.1,6.889,5.0,6.434,Ágata,-1,0,3.1,9.2,,Ágata,2.9000000000000004,6.05,0,Adolescente (11-14),3
RA-452,Aluno-452,2,Q,2009,13,Menina,2021,9.0,5.6,7.5,4.8,7.167,5.0,6.287,Ágata,-1,0,5.0,4.5,,Ágata,4.2,5.199999999999999,1,Adolescente (11-14),1
RA-453,Aluno-453,2,Q,2009,13,Menina,2022,9.0,8.7,7.5,8.8,7.778,5.0,7.845,Ametista,-1,0,8.0,9.5,,Ametista,0.1999999999999993,8.75,0,Adolescente (11-14),0
RA-454,Aluno-454,2,Q,2008,14,Menino,2018,9.5,8.6,5.0,2.3,5.444,5.0,5.561,Quartzo,-2,0,0.0,4.7,,Ágata,7.2,5.449999999999999,1,Adolescente (11-14),4
RA-455,Aluno-455,2,Q,2010,12,Menina,2022,7.0,7.9,7.5,6.3,7.278,5.0,6.876,Ágata,-1,0,6.0,6.5,,Ametista,0.7000000000000002,7.1,0,Adolescente (11-14),0
RA-456,Aluno-456,2,Q,2010,12,Menina,2022,6.4,8.2,6.3,7.3,8.389,5.0,7.193,Ametista,-1,1,6.0,8.7,,Ametista,-0.8999999999999995,7.75,0,Adolescente (11-14),0
RA-457,Aluno-457,2,Q,2010,12,Menina,2022,8.0,8.8,7.5,8.5,7.667,5.0,7.68,Ametista,-1,0,7.0,10.0,,Ametista,-0.5,8.65,0,Adolescente (11-14),0
RA-458,Aluno-458,2,Q,2009,13,Menino,2019,8.0,7.7,7.5,5.6,5.833,5.0,6.512,Ágata,-1,0,4.7,6.5,,Ágata,2.4000000000000004,6.65,0,Adolescente (11-14),3
RA-459,Aluno-459,2,Q,2010,12,Menino,2019,7.0,9.1,8.1,7.3,7.222,5.0,7.28,Ametista,-1,0,5.3,9.2,,Ametista,-0.2999999999999998,8.2,0,Adolescente (11-14),3
RA-460,Aluno-460,2,Q,2010,12,Menino,2022,6.8,8.1,7.5,3.3,5.056,5.0,5.711,Quartzo,-1,0,0.5,6.0,,Ágata,3.5,5.699999999999999,1,Adolescente (11-14),0
RA-461,Aluno-461,2,Q,2010,12,Menina,2018,0.0,6.7,7.5,3.8,7.222,5.0,5.451,Quartzo,-1,0,1.5,6.2,,Quartzo,-3.8,5.25,1,Adolescente (11-14),4
RA-462,Aluno-462,2,Q,2008,14,Menino,2022,10.0,8.5,7.5,3.6,6.778,5.0,6.626,Ágata,-2,0,2.0,5.2,,Ágata,6.4,6.05,1,Adolescente (11-14),0
RA-463,Aluno-463,2,U,2010,12,Menina,2020,10.0,7.8,7.5,2.5,7.389,5.0,6.41,Ágata,-1,0,2.0,3.0,,Ágata,7.5,5.15,1,Adolescente (11-14),2
RA-464,Aluno-464,2,U,2009,13,Menina,2022,7.5,8.0,7.5,4.8,7.722,5.0,6.745,Ágata,-1,0,2.7,7.0,,Ágata,2.7,6.4,1,Adolescente (11-14),0
RA-465,Aluno-465,2,U,2011,11,Menino,2019,8.0,7.9,7.5,7.8,8.444,10.0,8.012,Ametista,0,1,9.3,6.3,,Ametista,0.20000000000000018,7.85,0,Adolescente (11-14),3
RA-466,Aluno-466,2,U,2009,13,Menino,2022,8.5,9.7,7.5,3.3,7.556,5.0,6.826,Ágata,-1,0,0.5,6.0,,Ágata,5.2,6.5,1,Adolescente (11-14),0
RA-467,Aluno-467,2,U,2009,13,Menina,2022,5.8,8.4,5.0,5.5,7.111,5.0,6.38,Ágata,-1,0,5.0,6.0,,Ágata,0.2999999999999998,6.95,0,Adolescente (11-14),0
RA-468,Aluno-468,2,U,2009,13,Menino,2022,9.5,6.7,7.5,4.1,6.722,5.0,6.313,Ágata,-1,0,4.5,3.7,,Ágata,5.4,5.4,1,Adolescente (11-14),0
RA-469,Aluno-469,2,U,2011,11,Menina,2022,9.0,9.6,5.0,5.7,7.833,10.0,7.624,Ametista,0,0,6.2,5.2,,Ametista,3.3,7.65,0,Adolescente (11-14),0
RA-470,Aluno-470,2,U,2009,13,Menina,2019,8.0,9.7,7.5,6.3,7.5,5.0,7.378,Ametista,-1,0,5.3,7.3,,Ametista,1.7000000000000002,8.0,0,Adolescente (11-14),3
RA-471,Aluno-471,2,U,2009,13,Menina,2020,3.5,8.5,5.0,6.3,8.056,5.0,6.535,Ágata,-1,0,5.7,6.8,,Ágata,-2.8,7.4,0,Adolescente (11-14),2
RA-472,Aluno-472,2,U,2010,12,Menina,2022,9.0,7.0,7.5,2.0,7.056,5.0,5.93,Quartzo,-1,0,1.8,2.2,,Ágata,7.0,4.5,1,Adolescente (11-14),0
RA-473,Aluno-473,2,U,2010,12,Menino,2019,8.0,6.1,7.5,4.3,5.889,5.0,5.915,Quartzo,-1,0,4.5,4.0,,Ágata,3.7,5.199999999999999,1,Adolescente (11-14),3
RA-474,Aluno-474,2,U,2009,13,Menino,2019,9.5,9.1,7.5,3.0,6.0,5.0,6.446,Ágata,-1,0,1.3,4.7,,Ágata,6.5,6.05,1,Adolescente (11-14),3
RA-475,Aluno-475,2,U,2010,12,Menina,2022,8.5,9.2,7.5,5.8,7.667,5.0,7.199,Ametista,-1,0,3.3,8.3,,Ametista,2.7,7.5,0,Adolescente (11-14),0
RA-476,Aluno-476,2,U,2010,12,Menina,2019,9.0,9.3,4.4,5.5,7.556,5.0,6.931,Ágata,-1,0,5.0,6.0,,Ametista,3.5,7.4,0,Adolescente (11-14),3
RA-477,Aluno-477,2,U,2009,13,Menino,2022,0.0,5.0,5.6,0.7,4.5,5.0,3.633,Quartzo,-1,0,0.3,1.0,,Quartzo,-0.7,2.85,1,Adolescente (11-14),0
RA-478,Aluno-478,2,U,2010,12,Menina,2019,8.5,9.1,5.6,4.9,7.056,5.0,6.709,Ágata,-1,0,3.8,6.0,,Ágata,3.5999999999999996,7.0,1,Adolescente (11-14),3
RA-479,Aluno-479,1,A,2012,10,Menino,2020,8.0,9.2,7.5,9.8,9.5,5.0,8.465,Topázio,-1,1,10.0,9.7,,Topázio,-1.8000000000000007,9.5,0,Criança (até 10),2
RA-480,Aluno-480,1,A,2012,10,Menina,2021,9.0,8.8,7.5,6.3,8.444,5.0,7.502,Ametista,-1,1,6.8,5.7,,Ametista,2.7,7.550000000000001,0,Criança (até 10),1
RA-481,Aluno-481,1,A,2013,9,Menino,2021,9.0,8.0,7.5,5.2,6.889,10.0,7.21,Ametista,0,0,5.7,4.7,,Ametista,3.8,6.6,0,Criança (até 10),1
